T1,T2,S2,T4,S4,T7,S7,T8,S8,T16,S16,T20,S20,T40,S40
156.872,68.5411,2.2887289524095764,38.2973,4.096163437109144,27.5495,5.694186827347139,20.5313,7.640626750376255,11.403,13.757081469788654,11.1545,14.063561791205343,9.84009,15.94213061059401
