T1,T2,S2,T4,S4,T7,S7,T8,S8,T16,S16,T20,S20,T40,S40
131.089,67.8864,1.9310053265455231,35.0677,3.738169312501247,21.6658,6.050503558603882,17.7555,7.3830080820027595,10.8621,12.068476629749313,11.5303,11.369088401862918,8.72666,15.021669229693833
