,T1,T2,S2,T4,S4,T7,S7,T8,S8,T16,S16,T20,S20,T40,S40
20000,0.634652,0.327849,1.9358058130419797,0.162965,3.8944067744607738,0.093034,6.8217210912139645,0.082504,7.692378551342966,0.042489,14.936854244628021,0.034328,18.4878816126777,0.017635,35.988205273603626
40000,2.505013,1.380849,1.8141107391177456,0.691647,3.6218085237122404,0.391170,6.403898560728072,0.328080,7.635372470129237,0.164178,15.25790909866121,0.131822,19.002996464929982,0.064998,38.53984737991938
