,T1,T2,S2,T4,S4,T7,S7,T8,S8,T16,S16,T20,S20,T40,S40
20000,0.314000,0.164000,1.9146341463414633,0.100000,3.1399999999999997,0.093000,3.3763440860215055,0.094000,3.3404255319148937,0.093000,3.3763440860215055,0.095000,3.305263157894737,0.095000,3.305263157894737
40000,1.762000,0.898000,1.9621380846325167,0.492000,3.5813008130081303,0.327000,5.388379204892966,0.321000,5.489096573208722,0.355000,4.963380281690141,0.355000,4.963380281690141,0.351000,5.01994301994302
