,T1,T2,S2,T4,S4,T7,S7,T8,S8,T16,S16,T20,S20,T40,S40
20000000,0.927000,0.481000,1.9272349272349274,0.234000,3.9615384615384617,0.142000,6.528169014084508,0.133000,6.969924812030075,0.078000,11.884615384615385,0.088000,10.53409090909091,0.091000,10.186813186813188
40000000,1.836000,0.953000,1.926547743966422,0.482000,3.8091286307053944,0.291000,6.309278350515465,0.264000,6.954545454545454,0.163000,11.263803680981596,0.180000,10.200000000000001,0.155000,11.845161290322581
